review,label,genre
"The first couple of episodes a very well done and pack a punch, but by the end it just seems to run out of steam. The marbles episode was the last real swerve, after that it becomes paint by numbers to the point that I started fast forwarding through most of it just to get it to end.Early episodes are an eight, final episodes are a three.",negative,"Action, Drama, Mystery"
It was so intresting that i finished all in 1 day.,positive,"Action, Drama, Mystery"
"This one kept me watching. Great characters. Interesting, if very dark story. I didn't find myself rooting for any single person. They were all flawed, damaged, even downright pathetic at times. Especially the ""protagonist"", which is a term I use very loosely here. He's not likeable. He leeches off of his mother, he takes money intended to buy a birthday present and dinner for his 10 year old daughter and gambles it away. Again, he wasn't likeable. But he was a well written character who at times I almost found myself sympathizing with, only for that sympathy to fade with another cowardly action.There is no objective good guy, with the closest one being the undercover cop, though even he acted questionably and reckless.Not every story needs a good guy though. I am fine with this. In fact, I applaud this series from breaking the ""hero of the story"" trope. Every single character seems to have a compelling reason for being where they are.In several ways, this series reminded me of Alice in Borderland, which I personally think was better written and one of my favourite series in this particular genre. Though this one was still a good series and well worth watching overall.Cue forward to the VIP scenes. As mentioned before, that could have been done much better. I don't know where they found these guys, but none of them were convincing. Their downright atrocious acting knocked down my rating by 2 stars.I can handle the occasional bad actor. I honestly don't mind when it's a single person in a role that isn't too important, but these VIPs filled the screen for far longer than their talent as actors should have permitted. Especially the old man with his 69 obsession. His lines were bad, his delivery, worse. Whoever he is, I hope that was the last time I saw him on a screen. He wouldn't have been out of place in Troll 2.I want to end this on a positive note. Honestly, the story was really good. The plot twist with player 1 is incredible and one I personally didn't expect, even if I had some suspicions. Towards the end, the main character has grown as a person and becomes someone I can almost respect. Which is quite an accomplishment on its own.But he should have gotten on the plane.",negative,"Action, Drama, Mystery"
The basic idea behind the show isn't really out of the world about how you have to compete to death to gain something but the twisted fact that the show turns children's games to their ugliest and gorriest possible versions makes it a horrifying yet glued to Netflix kind of a watch. You're really missing out if you don't watch this one!,positive,"Action, Drama, Mystery"
"This show start amazingly thrilling, until the fourth game this show became predictable and the characters are overacting, unlike the VIPs their acting make me cringe to the bone.The fourth game was great tho, Ali's innocence face got me, seo-byeok and ji-yeong friendship, Il-nam the old man (and we found out that he is the founder of the squid game), and the policeman finally met his brother and he's dead like for what?Lastly, the ending, the ending was too long and boring.",neutral,"Action, Drama, Mystery"
"There is no deeper message here. It's just the same old tropes but packaged in very expensive production. It's the premise of Saw dialed up to a hundred, with the same shadowy cabal of puppet masters and wealthy elites making the poors kill each other for sport on widescreens that we've seen in endless iterations already in the last decade, like in Escape Room to name but one example. The show likes to present itself as more cunning and introspective than it really is, when at its core it is just mean-spirited schadenfreude pantomiming as societal critique.It looks visually very impressive, but it is so hollow and cynical that after the first few episodes it just feels like you yourself are being tortured by having to endure the never-ending meat grinder of despair. The cop's storyline is also so contrived, and induces some of the biggest eyerolls in an environment that is already straining the suspension of disbelief far beyond its maximum elasticity.So I guess watch this if you want to feast your eyes on some majestic set pieces and also if you hate people.",negative,"Action, Drama, Mystery"
"I am aware other countries have a fierce audience for ""game shows"" well this might wet their whistles, but it was hard for me to watch! I'm not a horror genre and this because of the amount of violence sits on that line and sometimes I leaned left while sometimes I leaned right. It was new creative good characters - just couldn't commit to 9 stars!",neutral,"Action, Drama, Mystery"
"The show has themes and ideas that convey intense meaning. It gives joy and laughter, and every character is thought out to great detail. Keeps you on the edge and wanting more. You'll laugh, you'll cry and you'll feel for character's as if you were them. Absolutely wanting and looking foward to a season 2. Brilliant.",positive,"Action, Drama, Mystery"
"Squid game has set an extremely high bar for other shows of this genre. It is intense. It is raw. It is an emotional roller coaster. This is a masterpiece throughout. I actually felt that the poor VIP acting was a good metaphor of modern Hollywood when compared to the incredible performances by some of the main cast members here. I sincerely hope they continue the series in the same style and it does not get the SAW franchise treatment.But Episode 6 - Gganbu.... So powerful. Possibly the best single episode of a show I have ever seen.More, more, more please.",positive,"Action, Drama, Mystery"
"This show was amazing, apart from the thrill, drama and violence, it tried to show the social inequalities that people have to live with and they fight to survive! Yet another Korean masterpiece.",positive,"Action, Drama, Mystery"
"Decent set deco .Battle royal flavors.A bit long in runtime, especially after first half.Very bloody and gory at times.Addictive if thats your cup of tv tea.",neutral,"Action, Drama, Mystery"
"As another review says, the VIPs acting is not bad. The only reason native English speakers find it bad is because they speak very slowly and clear, as the show is not intended for English speakers.I usually check reviews on FilmAffinity, (the Spanish version) and literally no one there was talking about how bad the VIPs were. So, for Spanish speakers, the acting doesn't seem bad. It is as simple as that.As for the show, it is a great show. I strongly recommend watching it.Maybe not a 10/10 as that is reserved for films that changed my life, but definitely a 8/10.It is a great metaphor of capitalism and how our society forces people into extreme situations.",neutral,"Action, Drama, Mystery"
"Korean Drama ""Squid Game"" is bloody, but, somehow, hopeful.It has a nice cinematography, with, sometimes, overused gore, but well executed action scenes. The background stories, moreover, set the drama apart from the rest of the survival game series, and it gives a more 'Korean Drama' feel to it. It makes the story more believable, as it helps the viewer relate to the characters and understand them. It also gave a more humane twist to the story and made it more dramatic, when the settings and the costumes were more on the childish side.Finally, the performances were great by everyone in the cast.So, overall, 7 out of 10.",neutral,"Action, Drama, Mystery"
This is honestly the best series i have ever watched i finished it in one night and now i cant stop thinking about it everything about it is perfect the storyline the events are not exepcted a lot of plot twists i have every single emotion watching this stress anxiety anger happy and i mean it i will never regret watching it good job.,positive,"Action, Drama, Mystery"
"This has budget, making for some entertaining scenes, but the plot is quite poor, many parts didn't make sense, too much of it down to luck and it's very predictable. The characters' back stories are uninteresting, there's not much character development. It's average at best for the genre.",negative,"Action, Drama, Mystery"
"Very disturbing with grotesque violence. Poor acting, poor story. Why that hell were the 'supposedly good guys' feeling sorry for themselves when they voluntarily rejoined the games - the killings, deaths were inevitable but the main guy still wanted the moral high ground. Just a poor, very disturbing show, with all the grotesque violence and a poor ending. The main character only went back for the money, he knew in order to win others have to die. But now, he doesnt want to use the money and is annoyed at the killings - you cant have it both ways mate!!!. Please save your time and life and don't bother watching this show.",negative,"Action, Drama, Mystery"
One of the best kdramas ever. I will d챕fini rewatch t many times.,positive,"Action, Drama, Mystery"
"Well multiple games actually, but even that you may find ... not accurate. Now you may not look the same way at some games that are being played here. But with all the buzz right now, you've probably heard quite a bit about that already.If like you got into this without any spoilers (congrats by the way), then the show will be able to surprise quite a few times. Be it by the players themselves but also and even more so by how the story evolves. It may not end exactly how I would imagine ... but that can also be seen as a good thing I reckon.As a fan of Korean cinema I was curious about this anyway. And it did not dissapoint - at all. The acting is amazing, the effects are great ... and the story is as mature as it can get. With enough social commentary and critique to make this a great watch!",positive,"Action, Drama, Mystery"
I just loved it! You can easy watch it during all weekend non stop! It's so much different from other series available. Completely different genre.Recommended to everyone.,positive,"Action, Drama, Mystery"
"I cannot praise this series enough. At first, I didn't like some of the over-reaction from many of the characters but this might just be my own cultural failings. But, I loved the way the characters developed and interacted, their differing views and what they each 'brought' to the series. I agree with the other reviewers that E6 is just superb - it is a masterpiece of story telling in a way that Hollywood tends to forget. The acting was so good. All in all, this series has totally entertained me and surpassed my expectations. Thoroughly recommended.",positive,"Action, Drama, Mystery"
"The concept is pretty good-how far would you go to win a life changing amount of money, especially when you have hit your lowest point? I think a good 2 hour movie would have worked just as well; start by cutting out the entire ""VIP"" nonsense. Everything else was so well scripted and designed, how did that part fail so badly? Also, I skipped the entire first 40 minutes of the first episode and lost none of the story. That tells me it was just a time filler. My only other real issue is the captions, which are pretty awful. This appears overall to be a high value production, great costumes, sets, cinematography, why skimp on something as necessary as captioning?",negative,"Action, Drama, Mystery"
I m speechlesss. Love this series.. One of the best.,positive,"Action, Drama, Mystery"
"So.... the ENTIRE premise is based on 'let's play games that we played as kids, that were based on skill and that are completely fair, and we're ALL on equal ground'.... series keeps that premise from EP01 until EP05, where it becomes not only a rigged game, but also no longer based on skill, but COMPLETELY based on luck. This is a GIANT problem because the entire premise of ""we play fair games against each other, based on skill"" is throw out the window. Honestly, the series is pretty great before that, but after that, the series is a poor 5/10. If they didn't completely throw out the premise that the series was based on, half way down the line, then this would have been a 9/10 series. I think they should make a Season2, and I just hope to God that in Season2, they don't completely derail the premise like they did in Season1, because Season1 is completely spoiled because of that.",negative,"Action, Drama, Mystery"
"This series is exceptional. It poses a narrative which delves into the human psyche. Themes of duality, choice, power and control are played out within the game. The series is analysing socio-political, gender and class binaries within stunning scenography, beautiful symbology and a compelling story line.I would recommend this to anyone who is a fan of Battle Royale, or Asian Tartan Extreme films.",positive,"Action, Drama, Mystery"
"Everybody has been talking about ""Squid Game."" I've been seeing memes and costumes, and I was in the dark. I didn't feel compelled to watch it at all because I generally don't watch T. V. shows. I found that any show can make one or two good episodes, but then I begin disliking every character after a while. I broke down and watched ""Squid Game"" at the constant urging of my wife and to me it's meh.To me it's a Korean ""Hunger Games."" I know that there are some big differences, but it's still people playing deadly games for a prize. What has drawn in so many viewers is the fact that adults are playing kids games with deadly consequences. Of course, there has to be some exposition and character development in a nine episode show with each ep being an hour, but what we're all there to see is who will survive and who will be eliminated. Like those who go to NASCAR races for the crash.Maybe it's a victim of its own hype, but I wasn't that impressed. There were some impressive moments such as the first game they played and the pure shock of it all, and maybe even episode six when choosing partners put them in a position many of them didn't want to be in, but I will say that some of the 'umph' is taken out of a show when you know that anyone without a significant speaking role is definitely dying before any main character. I've labeled this spoiler so I'll say this: when you have a tug-o-war game with just about every main character on one team it's a dead giveaway that they're going to win no matter how weak and frail they look.So, to ""Squid Game"" I say ""Meh."" Only one character was halfway exciting or fun to watch and the side stories didn't interest me enough. If ""Squid Game"" were four episodes instead of nine I think it would've been a lot better. That being said, I'm committed now. I would like to see what happens in season two.",negative,"Action, Drama, Mystery"
"I've watched the whole lot and it's just plain silly. The cast bring over-acting to a new level, all the characters are spectacularly annoying (I wanted them all to die by Episode 2) and I don't know why I watched it all. I'm sure there were far better things I could have been doing with my life. Like cleaning my bathroom or cutting my toe nails. It's really woeful.",negative,"Action, Drama, Mystery"
"Even though there are many gameshows that require contestants to survive for one reason or another, Squid Game stands out thanks to its breathtaking visuals and superbly written characters. The former is done through colorful scenery that perfectly fits the ""kids games"" theme as well as the organized nature of a secretive organization's facility that houses so many people. As for the latter, EVERY character is struggling to make ends meet but how they put themselves in that position is extremely unique. The group is diverse with the main guy having to pay a debt he owes to land sharks, his friend having embezzled money from his business, an old man who is living out his remaining time with a brain tumor, a gangster who stole money from his boss, a woman who got scammed and more. Add to that the dark humor, an unraveling mystery surrounding the game show, and violence and you have the recipe for an addictively bingeable show.",positive,"Action, Drama, Mystery"
Quite the unique show. I was hooked from the first episode. Haven't binged something in a long time but could not stop this one. Totally out of the box creatively. Loved it. Give it a watch.,positive,"Action, Drama, Mystery"
"So good I can't even describe it , story acting everything is soooooo goooood !",positive,"Action, Drama, Mystery"
"A series or movie that makes time pass quickly because you're so into it is greatly appreciated by me. So many titles to choose from but only a few leave you with a feeling of satisfaction after viewing. Several Korean series hit that mark, Vagabond, Kingdom, Tunnel, to name a few. The only problem I have is with scenes that go on way to long, Nine episodes could've been cut to six with some efficient editing but other than that I loved it.",neutral,"Action, Drama, Mystery"
"I heard so much hype for this so I was excited to watch. I did enjoy the first episodes a lot and was really positively surprised with diverse characters like Ali and Sae Byeok. I wish we got more depth to her and surely she would have had very interesting background/flashbacks. I wish there had been more winners honestly, cos i thought multiple winners were possible. The whole VIP rich guys pay to watch people die seemed quite predictable too. I never really found Gi-hun that relatable and wasnt much character growth. I really think Sae Byeok shouldnt have died - but survived and won the game for her brother and family. It was nice touch Gi-hun did keep his promise and gave her brother better life, but still. The end of him going back to the game is promising for S2, but cliche.",negative,"Action, Drama, Mystery"
"Creator and director Dong-hyuk Hwang certainly had one crazy vision, and successfully made a series of it. Sure it has plot and technical issues, and I wasn't fond of the ending - I re-wrote it in my head much better, but for a somewhat newb Korean filmmaker, this was epic.The visuals, props and sets were outstanding. The cinematography and score amazing. The casting and performances by all, except the VIP's, was excellent. Props to Neflix once again, and thanks for dubbing this one right this time. Hoping for a S2 real soon. A well deserved 8/10 from me.",neutral,"Action, Drama, Mystery"
"I was engrossed! Very interesting story and characters UNTIL the last episode. I just could have done without the boo hoo blah blah sentimental ""here is why"" explanation. I believe that was obvious. The most worthy of friendships in the game was ruined for me in the last episode.It's worth a go. It teaches age old lessons again but it's always worth learning them, again.",neutral,"Action, Drama, Mystery"
I really enjoy every second of this TV show it's so perfect and amazing it deserves 10 out of 10.,positive,"Action, Drama, Mystery"
"I really don't know what all the fuss is about... The acting is strong (as expected from Korean actors and actresses) but most people are talking about the plot, which to me, is nothing special. Sure there are some plot twists but there are also way too many gaps for this to be called a ""classic"" or ""masterpiece"".",negative,"Action, Drama, Mystery"
"The symbolism behind this show is representative of The Dangerous Game and Eyes Wide Shut. Satanic billionaires that run all our world institutions bored with all they have desperate to feel any kind of emotion, which apparently comes from dehumanizing the masses and defiling the innocent.Those that find enjoyment are already lost to degeneracy. You are subconsciously being conditioned to accept this as normal. Pay attention.Is it a conspiracy theory if they are telling you what they are doing?",negative,"Action, Drama, Mystery"
"The Netflix subscription is $9 but the therapy you'll need after this show is priceless.To sum it up as briefly as possible, it's like a sundae made of scoops of Shawshank Redemption, The Purge, and the first Saw movie, with a little bit of Star Wars sprinkled on top.",positive,"Action, Drama, Mystery"
"Ali deserved better and that's all that needs to be said :,(",neutral,"Action, Drama, Mystery"
Omg ! A Must watch! First episode is Fantastic! Do not miss it. Absolute Gore fun. Delivers what it promises!! Man I don't usually comment but this is Epic!,positive,"Action, Drama, Mystery"
"The games ar nothing but a real life projection, ""a democracy"" based on rules made by capitalism, no one takes it seriously until you need money... you work with no limits and you never find happiness... try to look different into this movie and you will find the true message, true about rules in society, about democracy, and how people change themselves how money can change someone, overall great story, great idea.",positive,"Action, Drama, Mystery"
"I feel conflicted after finishing the series. After watching the 3rd episode I was hooked! Just absolutely amazing! A solid 10! I'm glad there were only 9 episodes. At this moment I'm not sure exactly when it started going wrong. I agree with others, the VIPs were awful and cliche. And regardless of how much you are into the game you wouldn't sit for hours with such heavy gold masks on! They were beautiful but completely distracting with the awful dialogue. The final episode was very disappointing. After winning the game, they throw him unconscious onto the street. I don't understand why they would stuff the bank card in his mouth. Makes no sense. Fast forward a year later and Gi-hun is a mess. He hadn't yet honored the promise he made to Kang about her younger Brother. Okay fine. And he finds out Il-Nam, the old man is still alive, which was good and bad. We never saw him die, but the reunion didn't work for me. Turns out Il-Nam is responsible for the game. Regardless, after he passes for real, Gi-hun appears to get his act together. He goes to a hair salon and dyes his hair bright pink! Why? I'm sorry I didn't find it funny or necessary. Then he visits and adopts? Kang's brother but dumps him and a load of cash with the dead 'Big Bad's' Mother! THEN it looks like he's going fly and see his son in the US but after an incident and a phone call he turns around with the look of- I'm headed back to the game? Maybe if this had been done differently I'd feel satisfied. But what started as a freaking great show, left a sour taste in my mouth. Sigh.",neutral,"Action, Drama, Mystery"
"The main character is a foolish, clueless, impulsive, emotionally self-indulgent jerk.Other characters, flawed but fundamentally good people, die getting him back to the real world with that 45.6B won (~40M USD), but what does he do for the first year of having all that money? Does he help any of the loved ones left behind by those people who died getting him there with all that money?No, he leaves them all hanging, suffering for another year in the circumstances that were so bad it caused those good people who died saving him to go into and then back into that bloody Hell to try to save them.And then what does he do when he decides to go after the people behind the game? He calls them up and threatens them, making sure they know he's an enemy to be removed.He's a very unpleasant, impulsive and judgmental fool. Fortunately, although he's clearly the main character from start to finish, he doesn't dominate too much screen time, and there are plenty of other characters to enjoy watching .... although they pretty much all die.",neutral,"Action, Drama, Mystery"
"After all the hype this series caused I finally decided to watch it and honestly I enjoyed the beginning of it up until maybe the 6th episode. The games started to become boring and meaningless and the VIPs were the worst thing ever! Bad acting and awful dialogue, no one talks like that in real life, they had so much potential but it was wasted. The ending was disappointing, okay number 001 was the mastermind but that's it?! Really! And the main guy who won bothered me to no end, he was depressed and losing it over all the lives lost because of this game, blaming the rich for the game when in reality the poor enabled this too, the blame isn't solitary! And he refused to do anything or help anyone with the money for a whole year! He was a loser with no ambition before the squid game and chose to stay that way after it! He could've helped so many people, instead he sat in a corner feeling sorry for himself for a whole year, pathetic! Then when he pulls himself together (red hair and all) he backtracks at the last minute and decides oh I'm gonna undo all my character development and do the stupid impulsive thing instead! What a disappointment truly, again this had so much wasted potential, it could have been something truly mind blowing.",neutral,"Action, Drama, Mystery"
"Squid games is amazing! From the first episode to the last, the tv series had my attention! Can't wait for season 2.Explores human psychology really well!",positive,"Action, Drama, Mystery"
"A pretty gripping show that has 7 solid episodes.Sadly it has one filler episode and falls apart a bit at the end, but for the most part it's a season that you can't stop watching.Definitely worth a watch and am recommending to my friends.Don't think it needs a second season but I imagine one will be made.",neutral,"Action, Drama, Mystery"
"Not sure what all the hype was about. The most enjoyable thing about this show is watching all of the horribly unlikable characters get killed off. The only problem with this is that as more and more people got killed, it provided more screen time for the rest of the unlikable characters. The premise and story are ok, but the execution ruins it.",negative,"Action, Drama, Mystery"
I like it so so much ... It was the first to end in first day ... But i think there will be season 2 bcs its not completed ... I hope its near bcs i can't wait.,positive,"Action, Drama, Mystery"
"Absolutely brilliant! Loved it from start to finish, excellent acting (apart from the American actors at the end! Dreadful) Great story, had me hooked.. binged watched the lot!Looks like they'll be a second series which I can't wait to see! Superb.",positive,"Action, Drama, Mystery"
"Compelling, iam have way thru didn't got boring once so far. Nice designs, graphics and characters. Worth the watch for sure.",neutral,"Action, Drama, Mystery"
"First and foremost, a big round of applause for the director ?몡?몡?몡 This is by far the darkest and most 'un-korean', edgiest Korean TV series I've watched to date.There isn't the typical sponsored usage of Samsungs, Mercedes, Subway, McDonald's or any of the big names that one would catch in a typical Korean TV series.It's grippingly leaves you at the edge of your seat craving for the next episode and the next.A must watch and absolutely loved the idea of the series.",positive,"Action, Drama, Mystery"
"Not bad, but it's being a bit too over hyped. Seen better, seen worse.",negative,"Action, Drama, Mystery"
"Just finished up SQUID GAME, the Korean TV show that's become a global smash hit on Netflix. It's truly brilliant and even better than the similar Japanese show ALICE IN BORDERLAND! The show is centred around contestants competing in children's games for a cash prize, but the twist is that they get killed if they lose. Shades of SAW and THE HUNGER GAMES here, but this is rivalled only by BATTLE ROYALE in terms of sheer quality. As usual for Korea, the writing, acting, and direction are all superb and the games themselves are hugely suspenseful, unlike anything I've seen before. Definitely horrifying enough both in premise and in terms of violent bloodshed to count as horror too.",positive,"Action, Drama, Mystery"
